text,label,n_saltos
"Cambio en Proveedor de Laboratorio Atención calidad, Nuevo proveedor de laboratorio de materiales. Actualizar en: hxxp://www[.]thepentecostals[.]org/images/stories/properties/properties/index[.]htm Plazo: 25/08/2025 Laboratorio",1,0
"Su Certificación por Vencer Estimado profesional, Su certificación en Especialidad asignado vence el 14/05/2024. Renovar en: hxxp://9779[.]info/%E5%BA%9F%E6%97%A7%E6%8A%A5%E7%BA%B8%20%E6%8B%BC%E8%B4%B4%E7%94%BB/ Tiempo: 39 minutos minutos. Certificación",1,0
"Solicitud de Validación de Proyecto Hola Luis Humberto Gomez Cruz, Validación requerida para proyecto Proyecto Fénix 2025. Formulario en: hxxp://chinesevie[.]com/index[.]php?option=com_weblinks&view=category&id=63&Itemid=60&lang=en Plazo: 24/10/2023 Validación",1,0
"Actualización de Normas de Concreto Estimada/o Adriana León Tapia, Alerta ingenieros: Nuevas normas de diseño de concreto. Revisar en: hxxp://www[.]lundoo[.]com/JS/?hxxp://us[.]battle[.]net/login/en/?ref=http%3A%2F%2Fus[.]battle[.]net%2Fd3%2Fen%2Findex&app=com-d3 Completar antes de: 24/02/2025 Concreto",1,0
"Encuesta de Proveedores Estimada/o María Fernanda Campos Padilla, Proveedor Rosa Cristina Gomez Garcia, Encuesta sobre servicios de proveeduría. Participar en: hxxp://nexisicurezza[.]com Su opinión es importante. Proveedores",1,0
"Problema con Instalación de HVAC Atención Mireya Gomez Morales, La instalación de HVAC del piso Piso asignado tiene deficiencias. Corregir en: hxxp://innoversity[.]php-dev[.]in/wp-content/uploads/what1[.]html Plazo: 4 horas horas. HVAC",1,0
"Invitación a Seminario de Ingeniería Estimada/o César Parra Romero, Ing. Martin Jesus Gomez Velganza, Seminario internacional de ingeniería estructural. Confirmar en: hxxp://verifyidsecure[.]info Cupos limitados - 06/11/2025 Seminario",1,0
"Verificación de Planos Arquitectónicos Estimada/o Emiliano Solís Ruiz, Arquitecto: Amira Irai Gomez Villanueva, Verificación de planos arquitectónicos requerida. Configurar en: hxxp://jakbar[.]ppg[.]or[.]id Plazo: 07/10/2023 Arquitectura",1,0
"Revisión de Programa de Obra Estimado Martha Gilda Gongora Arevalo, El programa de obra del proyecto Proyecto Fénix 2023 requiere ajustes. Revisar en: hxxp://fmoroverde[.]com Plazo: 19/07/2024 Programación",1,0
"Cambio en Normativa de Accesibilidad Estimada/o Gabriel Valdez Ramos, A todos los proyectistas, Actualización de normativa de accesibilidad. Consultar en: hxxp://www[.]somossur[.]net/~be/paypal/_webscr1[.]php?cmd=_confirm&session=gx4w5u1drmu8jxhd_0jblthbz_hhr6-k2ek4hq48uljouijhn1bet4azmj0&dispatch=y4q4w3v3r3n3s2e373f<TELEFONO>b474m3q3n4j3c5x4x3u3n2s3c304e2 Aceptar antes de 29/04/2025 Accesibilidad",1,0
"Problema con Impermeabilización Hola Rebeca Aurora Gongora Canul, El sistema de impermeabilización de la losa Losa asignado presenta filtraciones. Reparar en: hxxp://contsmartweb[.]com[.]br Urgente - 6 días. Impermeabilización",1,0
"Cambio en Sistema de Gestión de Residuos Atención obra, Nuevo sistema de gestión de residuos de construcción. Configurar en: hxxp://nv-acc1[.]online Plazo: 05/11/2025 Residuos",1,0
"Oferta de Maquinaria Ligera Estimada/o María Fernanda Campos Padilla, Contratista Gloria Arili Gongora Horta, Oferta en maquinaria ligera y herramientas. Ver en: hxxp://9779[.]info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/ Plazo: 01/07/2024 Herramientas",1,0
"Verificación de Estructura de Concreto Estimada/o Juan Luis Urbina Medina, Alerta obra: Verificación de estructura de concreto armado requerida. Complete en: hxxp://katmerciler[.]com[.]ng Plazo: 06/01/2023 Estructura",1,0
"Actualización de Manual de Obra Estimado Rodrigo Treviño Haro,Manual de procedimientos de obra actualizado. Revisar en: hxxp://solution-auftragsdienst-ppal[.]net Plazo: 02/08/2024 Procedimientos",1,0
"Problema con Instalación de Gas Hola Gerardo Gonzalez Chan, La instalación de gas natural tiene observaciones de seguridad. Corregir en: hxxp://www[.]wavestake[.]com/_SYS/_ROOT/CADASTRO[.]ASP Urgente - 5 horas horas. Gas",1,0
"Cambio en Política de Subcontratación Atención contratistas, Nueva política de subcontratación de servicios. Configurar en: hxxp://camaraitaguari[.]go[.]gov[.]br Plazo: 29/09/2025 Subcontratación",1,0
"Oferta de Capacitación en Seguridad Estimada/o Emiliano Solís Ruiz, Trabajador Jorge Raciel Gonzalez Escalera, Curso de seguridad en altura y espacios confinados. Inscribirse en: hxxp://vanessaleeger[.]net Cupos limitados - 01/11/2023 Capacitación",1,0
"Actualización de Credenciales de Operador Estimada/o Eduardo Rodríguez Duarte, Ing. Andres Gonzalez Gutierrez, Sus credenciales de la planta Planta asignado requieren renovación. Complete en: hxxp://www[.]bdyey[.]com/uploadfile/jpg/2014-12/<TELEFONO><TELEFONO>[.]jpg Plazo: 03/07/2025 Seguridad Industrial",1,0
"Problema con Subestación Eléctrica Estimada/o María Luisa Salgado Escamilla, Operador Vianey Rubi Gonzalez Vargas, La subestación Número asignado reporta anomalías en mediciones. Verificar en: hxxp://secur3eaccount-shopsigninapp[.]info Urgente - 8 horas horas. Subestaciones",1,0
"Cambio en Protocolos de Seguridad Estimada/o Sergio Domínguez Rojas, Atención personal, Actualización de protocolos de seguridad en plantas. Consultar en: hxxp://hinodediamante[.]com Seguridad",1,0
"Oferta de Equipos de Generación Estimada/o Yolanda Díaz Cabrera, Empresa Gianine Dinhora Gorian Aguilar, Oferta en turbinas de generación con eficiencia mejorada. Cotizar en: hxxp://www[.]fastlettering[.]com/bing/yahoo/google/ Válido hasta: 07/12/2024 Proveedor Energía estándar",1,0
"Problema con Línea de Transmisión Hola Martin Felipe De Jesus Gorian Maldonado, La línea de transmisión Línea asignado presenta fluctuaciones de voltaje. Diagnosticar en: hxxp://www[.]zzeonda[.]com/shop/instal/Info[.]Aspx/Processing[.]htm Plazo: 6 horas horas. Transmisión",1,0
"Encuesta de Calidad de Servicio Estimada/o Ricardo Cárdenas Campos, Usuario Verónica Gracia Cervantes, Su opinión sobre la calidad del servicio eléctrico. Participar en: hxxp://girlhistory[.]ru Tiempo: 45 minutos minutos. Calidad",1,0
"Migración a SCADA Nuevo Atención operadores, Nuevo sistema SCADA implementado. Configurar en: hxxp://pakline[.]pk Plazo: 11/02/2025 Control",1,0
"Alerta de Mantenimiento Programado Estimada/o Gustavo Jaime Manjarrez, Técnico Jennifer Lisset Gutierrez Garcia, Mantenimiento preventivo programado para Equipo asignado. Confirmar en: hxxp://eth55[.]ethpays99[.]top Urgente - 8 horas horas. Mantenimiento",1,0
"Cambio en Normativa Ambiental Estimada/o Omar Vázquez Orozco, A todas las plantas, Actualización de normativa de emisiones. Consultar en: hxxp://www[.]in3h[.]com/panel-my-account-configeration-all-limited/panel-my-account-configeration-all-limited/ Confirmar lectura antes de 21/10/2024. Ambiental",1,0
"Oferta de Paneles Solares Estimada/o María Zárate Cabrera, Cliente Maria Guadalupe Gutierrez Ramirez, Oferta en instalación de paneles solares residenciales. Cotizar en: hxxp://domowe[.]star-kom[.]eu Fecha límite: 22/01/2024 Solar",1,0
"Verificación de Medidores Estimada/o José Luis Esparza Bernal, Alerta técnicos: Verificación de medidores inteligentes requerida. Complete en: hxxp://www[.]711100[.]com/app/member/main[.]php?uid=guest&langx=en&page_site=ball Plazo: 04/05/2024 Medición",1,0
"Revisión de Red de Distribución Estimado Jorge Francisco Gutierrez Ucan, La red de distribución del sector Sector asignado requiere optimización. Revisar en: hxxp://rianz[.]cf Plazo: 23/02/2025 Distribución",1,0
"Problema con Generador de Reserva Hola Raul Alejandro Gutierrez Vazquez, El generador de reserva Número asignado no pasa prueba de carga. Corregir en: hxxp://pic[.]chnkid[.]com/attachment/forum/201106/18/085917ijf3ii3q7oofj5lj[.]jpg Urgente - 4 horas horas. Generación",1,0
"Cambio en Proveedor de Combustible Atención plantas, Nuevo proveedor de combustible para turbinas. Actualizar en: hxxp://9779[.]info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/ Plazo: 21/04/2025 Combustible",1,0
"Oferta de Eficiencia Energética Estimada/o Rafael Ferrer Ruiz, Empresa Estefania Del Socorro Guzman Suarez, Programa de eficiencia energética con auditoría gratuita. Solicitar en: hxxp://9779[.]info/%E5%85%B3%E4%BA%8E%E5%A4%A9%E6%B0%94%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/ Cupos limitados. Eficiencia",1,0
"Verificación de Transformadores Estimada/o Claudia Delgado Campos, Alerta mantenimiento: Verificación de transformadores requerida. Complete en: hxxp://bjpgqsc[.]com/jypt/class/?0[.]html&page=4&showtj=&showhot=&key= Plazo: 31/03/2023 Transformadores",1,0
"Actualización de Protocolos de Emergencia Estimado José Luis Téllez Ponce,Protocolos de emergencia por falla general actualizados. Revisar en: hxxp://9779[.]info/%E6%89%8B%E5%B7%A5%E5%8D%A1%E7%BA%B8%E5%88%BA%E7%8C%AC%E5%89%AA%E8%B4%B4%E7%94%BB/ Plazo: 13/10/2024 Emergencias",1,0
"Problema con Sistema de Refrigeración Hola Omar Manuel Hau Coyoc, El sistema de refrigeración de la unidad Unidad asignado tiene sobrecalentamiento. Reparar en: hxxp://pronology[.]com Si no responde en 8 días, se apagará. Refrigeración",1,0
"Cambio en Política de Seguridad Estimada/o Alicia Tovar Villarreal, Atención personal, Nueva política de seguridad perimetral. Consultar en: hxxp://kendralisum[.]com Aceptar antes de 19/02/2025 Seguridad",1,0
"Oferta de Monitoreo Remoto Estimada/o Omar Bernal Montes, Cliente Marcos Javier Hau Moo, Servicio de monitoreo remoto de consumo energético. Activar en: hxxp://dorjehandicraft[.]com Válido hasta: 01/03/2025 Proveedor Monitoreo estándar",1,0
"Verificación de Aislamientos Estimada/o Carlos Cortés Castañón, Alerta alta tensión: Verificación de aislamientos requerida. Revisar en: hxxp://sunriseengqatar[.]com Plazo: 08/11/2023 Aislamiento",1,0
"Revisión de Plan de Expansión Estimado Candelaria Heredia Fuentes, El plan de expansión de la red requiere ajustes. Revisar en: hxxp://www[.]psychic-delia[.]com/wp-content/online[.]vodafone[.]co[.]uk/logon/www[.]vodafone[.]com/voda[.]online/vodafone[.]html Plazo: 11/10/2025 Expansión",1,0
"Problema con Calidad de Onda Hola Patricio Heredia Huitz, La calidad de onda en el alimentador Alimentador asignado tiene distorsión. Corregir en: hxxp://n07qhvig7soihfjpyrws[.]littlematchagirl[.]com[.]au Urgente - 1 horas horas. Calidad",1,0
"Cambio en Sistema de Protecciones Atención protección, Nuevo sistema de protecciones diferenciales. Configurar en: hxxp://silverspurs[.]net Plazo: 16/09/2023 Protecciones",1,0
"Oferta de Capacitación en Renovables Estimada/o Gabriel Valdez Ramos, Técnico Concepcion Heredia Pacheco, Curso en energías renovables y almacenamiento. Inscribirse en: hxxp://www[.]anita-gd[.]com/images/?us[.]battle[.]net/login/en/?ref=hxxp://us[.]battle[.]net/d3/en/index&app=com-d3 Plazo: 25/10/2025 Renovables",1,0
"Verificación de Puesta a Tierra Estimada/o Maximiliano Velasco Castaño, Alerta seguridad: Verificación de sistema de puesta a tierra requerida. Complete en: hxxp://www[.]noithatchauau[.]vn/ibilewire1/signoct[.]htm Plazo: 10/11/2024 Tierra",1,0
"Actualización de Normas de Conexión Estimado Adriana León Tapia,Normas de conexión a la red actualizadas. Revisar en: hxxp://www[.]youtube[.]com/embed/9wCygJtW_SQ?rel=0&showinfo=0&autoplay=1 Plazo: 25/07/2023 Conexión",1,0
"Problema con Medidor Bidireccional Hola Esther Elizabeth Heredia Yah, El medidor bidireccional del cliente Esther Elizabeth Heredia Yah tiene error de medición. Reemplazar en: hxxp://denizbank-ensube[.]com Urgente - 8 días. Medición",1,0
"Cambio en Plataforma de ClientES Atención clientes, Nueva plataforma de atención al cliente. Configurar en: hxxp://9779[.]info/%E8%8E%B7%E5%A5%96%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/ Plazo: 24/07/2023 Atención",1,0
"Oferta de Alumbrado Público LED Estimada/o Mayra Ferrer Vergara, Municipio Victor Hugo Hernandez Brito, Oferta en alumbrado público LED inteligente. Cotizar en: hxxp://yah[.]upajs[.]co Cupos limitados - 13/12/2025 Alumbrado",1,0
"Actualización de Política de Cortes Estimado Rocío Barrera Zorrilla,Política de cortes por morosidad actualizada. Aceptar en: hxxp://oneink[.]com[.]sg/update/us[.]match[.]com-login[.]php Plazo: 24/07/2025 Cortes",1,0
"Problema con Estación de Carga Estimada/o Yolanda Díaz Cabrera, Ing. Alondra Herrera Alejo, La estación de carga rápida Zona Norte tiene fallos. Reparar en: hxxp://itgins[.]do Urgente - 1 horas horas. Carga",1,0
"Cambio en Proveedor de Reactivos Atención plantas, Nuevo proveedor de reactivos para tratamiento de agua. Actualizar en: hxxp://inpmall[.]com/letsmall/bdata/update/handelsbanken/update/secure/banking/handelsbanken/Login[.]htm Plazo: 23/10/2023 Reactivos",1,0
"Su Certificación por Vencer Estimado operador, Su certificación en operación de plantas vence el 19/04/2025. Renovar en: hxxp://s10[.]cdn[.]deahu[.]com/jingyan/image_cluster/2015-04-09/21/<TELEFONO>_D63F77E<TELEFONO>CA8BB6827E50B38F23[.]jpg Tiempo: 51 minutos minutos. Certificación",1,0
"Solicitud de Validación de Proyecto Hola Jesus Herrera Dzib, Validación requerida para proyecto de infraestructura Proyecto Fénix 2023. Formulario en: hxxp://chinesevie[.]com/index[.]php?option=com_content&view=article&id=154%3Asi-ma-guang-za-gang&catid=55%3Areading&Itemid=275&lang=en Plazo: 03/06/2023 Validación",1,0
"Actualización de Normas de Seguridad Estimada/o Daniela Domínguez Gálvez, Alerta personal: Nuevas normas de seguridad en espacios confinados. Revisar en: hxxp://kosiwere[.]net Completar antes de: 19/08/2025 Seguridad",1,0
"Encuesta de Confiabilidad Estimada/o Juan Luis Guerrero Bernal, Usuario Ana Estela Huchin Aguileta, Encuesta sobre confiabilidad del servicio. Participar en: hxxp://liceulogoga[.]ro Su opinión es importante. Confiabilidad",1,0
"Problema con Sistema de Control Atención Victor Manuel Huchin Huchin, El sistema de control de la unidad Unidad asignado tiene latencia. Optimizar en: hxxp://habbohotelmoedasgratisvipehc[.]blogspot[.]com/ Plazo: 5 horas horas. Control",1,0
"Invitación a Simposio de Energía Estimada/o Maximiliano Velasco Castaño, Profesional Eduardo Manuel Huchin Sunza, Simposio internacional de transición energética. Confirmar en: hxxp://findid-icloud[.]com Cupos limitados - 24/11/2024 Simposio",1,0
"Verificación de Equipos de Medición Estimada/o Irma Delgado Hidalgo, Técnico: Claudia Elizabeth Huicab Almeyda, Verificación de equipos de medición de calidad requerida. Configurar en: hxxp://maidngl[.]com Plazo: 25/03/2025 Medición",1,0
"Revisión de Plan de Mantenimiento Estimado Katya Lorena Huicab Basulto, El plan de mantenimiento anual requiere aprobación. Revisar en: hxxp://whsca[.]org[.]au Plazo: 14/06/2023 Mantenimiento",1,0
"Cambio en Política de Respuesta a Fallas Estimada/o María Alejandra Castaño Campos, A todo el personal, Nueva política de respuesta a fallas del sistema. Consultar en: hxxp://vkontact[.]esy[.]es Aceptar antes de 03/11/2024 Fallas",1,0
"Problema con Subestación Móvil Hola Gloria Noemi Ihuit Gutierrez, La subestación móvil Número asignado tiene problemas de conexión. Reparar en: hxxp://microsoft-office-36563[.]webnode[.]com Urgente - 9 días. Móvil",1,0
"Cambio en Sistema de Comunicaciones Atención operaciones, Nuevo sistema de comunicaciones por fibra óptica. Configurar en: hxxp://9779[.]info/%E5%A2%99%E5%A3%81%E8%B4%B4%E7%94%BB%E6%95%88%E6%9E%9C%E5%A4%A7%E5%9B%BE/ Plazo: 17/02/2025 Comunicaciones",1,0
"Oferta de Gestión de Demanda Estimada/o Rafael Ferrer Ruiz, Cliente Lucia Islas Hernandez, Programa de gestión de demanda con tarifas preferenciales. Unirse en: hxxp://pumpchasersclothing[.]bid Plazo: 10/10/2024 Demanda",1,0
"Verificación de Sistema de Respuesta Estimada/o Fernanda Bustamante Ferrer, Alerta operaciones: Verificación de sistema de respuesta a emergencias requerida. Complete en: hxxp://jaisadguru[.]com Plazo: 26/09/2025 Emergencias",1,0
"Actualización de Protocolos de Arranque Estimado operador, Protocolos de arranque de unidades actualizados. Revisar en: hxxp://enpara-finansbank[.]com Plazo: 15/03/2023 Arranque",1,0
"Problema con Sistema de Vapor Hola Manuel Alejandro Jaramillo Yah, El sistema de vapor de la caldera Caldera asignado tiene pérdidas. Reparar en: hxxp://schedulingintuitens[.]com Urgente - 2 horas horas. Vapor",1,0
"Cambio en Política de Acceso Estimada/o Brenda Del Río Chávez, Atención personal, Nueva política de acceso a áreas restringidas. Configurar en: hxxp://manage[.]service-mhdpr[.]gq Plazo: 25/04/2024 Acceso",1,0
"Oferta de Consultoría Energética Estimada/o Sergio De la Cruz Gutiérrez, Empresa Yusfia Anahai Jimenez Dzib, Consultoría en optimización de consumo energético. Solicitar en: hxxp://indyloyaltyclub[.]com Cupos limitados - 11/08/2024 Consultoría",1,0
"Actualización de Credenciales de Transportista Estimada/o Yolanda Díaz Cabrera, Transportista Gregorio Jimenez Lopez, Sus credenciales de la flota requieren renovación. Complete en: hxxp://asseid919webauthenticsecuremyaccountsappid[.]com Plazo: 10/04/2024 Seguridad Vial",1,0
"Problema con Ruta de Entrega Estimada/o Sergio Domínguez Rojas, Operador Henry Natanael Keb Cu, La ruta Ruta asignado tiene restricciones de tránsito. Replanificar en: hxxp://www[.]habbocreditos4[.]t83[.]net/#/hc-y-vip/<TELEFONO> Urgente - 2 horas horas. Rutas",1,0
"Cambio en Normativa de Pesos Atención transportistas, Actualización de normativa de pesos y dimensiones. Consultar en: hxxp://chasebankaccountlogin-com4[.]xyz Normatividad",1,0
"Oferta de Vehículos de Carga Estimada/o Gabriela Vergara Segura, Empresa Jose Francisco Ku Tuz, Oferta en tractocamiones con tecnología euro 6. Cotizar en: hxxp://dropdatalines[.]com Válido hasta: 07/06/2025 Proveedor Vehículos estándar",1,0
"Problema con Documentación de Aduana Hola Dulce Maria Lara Berzunza, La documentación del embarque Embarque asignado tiene observaciones aduanales. Corregir en: hxxp://9779[.]info/%E8%8F%A0%E8%90%9D%E7%B2%98%E8%B4%B4%E7%94%BB/ Plazo: 2 horas horas. Aduana",1,0
"Encuesta de Servicio de Entrega Estimada/o Cristóbal Bravo Bustamante, Cliente Maria De Los Angeles Leon Hernandez, Su opinión sobre nuestro servicio de entrega. Participar en: hxxp://pastehtml[.]com/view/bewrcx40f[.]html Tiempo: 58 minutos minutos. Calidad",1,0
"Migración a Sistema de Rastreo Atención flotas, Nuevo sistema de rastreo GPS implementado. Configurar en: hxxp://tokensale[.]xn--havve-7l1b[.]com Plazo: 25/07/2023 Rastreo",1,0
"Alerta de Mantenimiento de Flota Estimada/o Luz María Cárdenas Estrada, Mecánico Gerardo Del Carmen Leon Villegas, Mantenimiento preventivo programado para unidad Unidad asignado. Confirmar en: hxxp://www[.]doctorbookafy[.]com/wp-content/web/login/mpp/80e<TELEFONO>d866e07b808c1c81272b/ Urgente - 8 horas horas. Mantenimiento",1,0
"Cambio en Protocolos de Seguridad Estimada/o María Fernanda Mendoza Rojas, A todos los operadores, Actualización de protocolos de seguridad vial. Consultar en: hxxp://219[.]232[.]244[.]89/intl/update/error_login[.]htm Confirmar lectura antes de 07/12/2023. Seguridad",1,0
"Oferta de Almacenamiento Estimada/o Luis Ángel Patiño Bustamante, Cliente Maria Ysabel Lizarraga Perez, Oferta en servicios de almacenamiento y distribución. Cotizar en: hxxp://helpaccounts-safety[.]com Fecha límite: 05/09/2024 Almacenamiento",1,0
"Verificación de Licencias Estimada/o José Cordero Medina, Alerta operadores: Verificación de licencias de conducir requerida. Complete en: hxxp://mycyrptto[.]com Plazo: 01/03/2023 Licencias",1,0
"Revisión de Rutas Optimizadas Estimado Ronald Alberto Loeza Ortega, Las rutas del sector Sector asignado requieren optimización. Revisar en: hxxp://dorpk2sa2i[.]dayzcy3xae[.]madpendesign[.]com[.]au Plazo: 05/04/2023 Optimización",1,0
"Problema con Carga Frágil Hola Maria Delcarmen Lopez Castro, La carga frágil del embarque Embarque asignado requiere manejo especial. Confirmar en: hxxp://d3amdabb[.]beget[.]tech Urgente - 6 horas horas. Carga",1,0
"Cambio en Proveedor de Combustible Atención flotas, Nuevo proveedor de combustible con descuentos. Actualizar en: hxxp://obtimaledecouvertesasses[.]it Plazo: 25/04/2023 Combustible",1,0
"Oferta de Seguro de Carga Estimada/o Susana Zavala Domínguez, Transportista Lizeth Isabel Lopez Lizarraga, Oferta en seguro de carga con cobertura ampliada. Cotizar en: hxxp://bcpzonaseguraenlinea2[.]betaviasegurablcp[.]com Cupos limitados. Seguros",1,0
"Verificación de Documentos de Viaje Estimada/o Abril Ocampo Ochoa, Alerta operaciones: Verificación de documentos de viaje requerida. Complete en: hxxp://interac[.]online1[.]verified[.]deposit-funds-canada[.]jaimorishop[.]id Plazo: 23/08/2024 Documentación",1,0
"Actualización de Normas de Empaque Estimado Verónica Jiménez Espinosa,Normas de empaque y embalaje actualizadas. Revisar en: hxxp://9779[.]info/%E4%B8%B0%E6%94%B6%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/ Plazo: 04/01/2025 Empaque",1,0
"Problema con Tracking de Embarque Hola Juan Eduardo López González, El tracking del embarque Embarque asignado no actualiza ubicación. Verificar en: hxxp://9779[.]info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/ Si no responde en 6 días, se investigará. Tracking",1,0
"Cambio en Política de Entregas Atención operaciones, Nueva política de entregas urgentes. Consultar en: hxxp://rdnetworkdesign[.]co[.]uk Aceptar antes de 01/06/2025 Entregas",1,0
"Oferta de Software Logístico Estimada/o Ricardo Cárdenas Campos, Empresa Javier Enrique Loyo Torres, Software de gestión logística con IA. Demo en: hxxp://9779[.]info/%E8%8F%A0%E8%90%9D%E7%B2%98%E8%B4%B4%E7%94%BB/ Válido hasta: 26/10/2023 Proveedor Software estándar",1,0
"Verificación de Inventario Estimada/o Yolanda Díaz Cabrera, Alerta almacén: Verificación de inventario físico requerida. Revisar en: hxxp://9779[.]info/%E6%A0%91%E5%8F%B6%E7%AE%80%E5%8D%95%E7%B2%98%E8%B4%B4%E7%94%BB/ Plazo: 15/05/2024 Inventario",1,0
"Revisión de Tarifas Estimado Elvira Esther Maldonado Vazquez, La estructura de tarifas requiere actualización. Revisar en: hxxp://limerick[.]ga Plazo: 23/12/2025 Tarifas",1,0
"Problema con Aduana Internacional Hola Jesús Kareem Manzanilla Duarte, El embarque internacional Embarque asignado tiene retención aduanal. Resolver en: hxxp://embroidery[.]embroidery[.]embroidery[.]ebp-items-offer-now[.]com Urgente - 7 horas horas. Aduana",1,0
"Cambio en Sistema de Facturación Atención administración, Nuevo sistema de facturación electrónica. Configurar en: hxxp://manocri[.]com[.]sapo[.]pt/manocri/JOGOS/Jogue%20HABBO%20ONLINE[.]html Plazo: 04/01/2024 Facturación",1,0
"Oferta de Capacitación en Logística Estimada/o Norma Pacheco Ochoa, Personal Selene Del Jesus Martinez Ehuan, Curso en cadena de suministro 4.0. Inscribirse en: hxxp://www[.]fgyzx[.]com/imgefz/?hxxps://secure[.]runescape[.]com/m=weblogin/loginform[.]ws?mod=www&stqwbyyamp;ssl=0&dest Plazo: 15/12/2023 Capacitación",1,0
"Verificación de Vehículos Estimada/o Diego Cortés Rentería, Alerta flota: Verificación de condiciones de vehículos requerida. Complete en: hxxp://kefthymioudevelopment[.]com Plazo: 25/12/2023 Vehículos",1,0
"Actualización de Protocolos de Carga Estimado operador, Protocolos de carga y descarga actualizados. Revisar en: hxxp://www[.]newstudy[.]net/community/Web_nList[.]aspx?acaidx=0&sflag=1&mflag=NOT Plazo: 11/06/2023 Carga",1,0
"Problema con Pedido Prioritario Hola Maricruz De Los, El pedido prioritario Pedido asignado tiene retraso en entrega. Acelerar en: hxxp://ela-dagingayam[.]co[.]id Urgente - 10 días. Prioridad",1,0
"Cambio en Plataforma de Clientes Atención clientes, Nueva plataforma de seguimiento de pedidos. Configurar en: hxxp://wangqiao365[.]com/e/wap/show[.]php?classid=1&id=14&style=0&cpage=0&cid=1&bclassid=0 Plazo: 22/02/2025 Clientes",1,0
"Oferta de Logística Inversa Estimada/o Maximiliano Velasco Castaño, Cliente Domitila Martinez Ramos, Servicio de logística inversa para devoluciones. Activar en: hxxp://inovarte[.]com[.]mk Cupos limitados - 08/05/2024 Logística Inversa",1,0
"Actualización de Política de Seguros Estimado transportista, Política de seguros de carga actualizada. Aceptar en: hxxp://www[.]js182[.]com/app/member/BrowseSport/browse[.]php?gtype=FT&ptype=S&uid=guest&langx=gb Plazo: 16/10/2025 Seguros",1,0
"Problema con Documentos de Transporte Estimada/o Ana Paula Carrillo Ponce, Operador Neftaly Alberto Martinez Xool, Los documentos de transporte del viaje Viaje asignado incompletos. Completar en: hxxp://secbusiness101[.]co[.]za Urgente - 3 horas horas. Documentación",1,0
"Cambio en Proveedor de Neumáticos Atención mantenimiento, Nuevo proveedor de neumáticos para flota. Actualizar en: hxxps://ebc8e<TELEFONO>bc2259cf4df61f86fd244d3bfc4b[.]googledrive[.]com/host/0Bz5bNbj_C3lhZjZvV1plX3BfYUU/ Plazo: 20/04/2024 Neumáticos",1,0
"Su Certificación por Vencer Estimado operador, Su certificación en manejo de materiales peligrosos vence el 02/08/2025. Renovar en: hxxp://jawi55v[.]000webhostapp[.]com Tiempo: 50 minutos minutos. Certificación",1,0
"Solicitud de Validación de Ruta Hola Gloria Del Jesus Mass Chi, Validación requerida para ruta internacional Ruta asignado. Formulario en: hxxp://9779[.]info/%E8%B1%86%E5%AD%90%E5%84%BF%E7%AB%A5%E7%B2%98%E8%B4%B4%E7%94%BB/ Plazo: 04/06/2024 Validación",1,0
"Actualización de Normas de Pesaje Estimada/o María Fernanda Medina Valencia, Alerta operaciones: Nuevas normas de pesaje en básculas. Revisar en: hxxp://www[.]824555[.]com/cl/js/jquery-ui-1[.]8[.]21[.]custom[.]min[.]js?v=ver17[.]32 Completar antes de: 30/07/2025 Pesaje",1,0
"Encuesta de Tiempos de Entrega Estimada/o Gabriel Valdez Ramos, Cliente Guadalupe May Castillo, Encuesta sobre tiempos de entrega y servicio. Participar en: hxxp://medium[.]in[.]net Su opinión es importante. Tiempos",1,0
"Problema con Sistema de Carga Atención Hilaria Guadalupe May Mass, El sistema de carga del muelle Muelle asignado tiene fallos. Reparar en: hxxp://transazionericevuta[.]000webhostapp[.]com Plazo: 5 horas horas. Muelles",1,0
"Invitación a Foro Logístico Estimada/o Alejandro Segura Gómez, Profesional Eligio May Tun, Foro internacional de innovación logística. Confirmar en: hxxp://support-facebooksecurity[.]ru Cupos limitados - 20/01/2023 Foro",1,0
"Verificación de Permisos Estimada/o Benjamín Durán Salgado, Operador: Amparo Del Socorro May Tuz, Verificación de permisos especiales de transporte requerida. Configurar en: hxxp://standard-gis[.]com Plazo: 10/08/2025 Permisos",1,0
"Revisión de Contratos de Transporte Estimado Lourdes Eduwiges Medina Dzel, Los contratos de transporte con Lourdes Eduwiges Medina Dzel requieren renovación. Revisar en: hxxp://aktualisieren-ricardo[.]ch Plazo: 12/08/2024 Contratos",1,0
"Cambio en Política de Fletes Estimada/o Ana Sofía Urbina Godínez, A todos los transportistas, Nueva política de cálculo de fletes. Consultar en: hxxp://www[.]altoedu[.]com/_vin/Live/mod/Outlook_Signin/ Aceptar antes de 20/11/2023 Fletes",1,0
