text,label,n_saltos
">>Ezequiela Miguelina!! - Aviso de entrega importante: (1) paquete le está esperando 📦. Detalles de envío ◉ Registrarse / Iniciar sesión ❒ FEDEX N° : FE998877665544DC Código de seguimiento: ➢ Mariana Gutiérrez Tiene (1) paquete pendiente de entrega -------------------------------------------------------------------------------- Confirme su información de envío ■ Estado: Retenido en el centro de distribución (cargo aduanero pendiente). Es posible que se aplique una tarifa de entrega. Programar entrega ahora Si ya no desea recibir estos correos electrónicos, Haga clic aquí para darse de baja..",1,0
"Ezequiela Miguelina - ¡Última oportunidad para reclamar su regalo gratuito! RITUALS . . . RECOMPENSAS PARA CLIENTES RECLAMA TU Paquete de San ♥ Valentín de Rituals HOY♥ Reclamar ahora ¡Felicidades! Nos emociona anunciar que ¡has sido seleccionado como ganador! Para mostrar nuestro agradecimiento, te estamos regalando un nuevo Paquete de San Valentín de Rituals. Puede darse de baja en cualquier momento.Darse de baja.",1,0
"Recuerde que se requiere acción !#lYHO0 Acción Requerida: Actualiza tu Método de PagoAcción Requerida: Actualización del Método de Pago Hola, No pudimos procesar tu último intento de pago. Es posible que los datos de tu tarjeta hayan expirado, estén desactualizados o haya ocurrido un error temporal en el sistema. Para evitar interrupciones en tu servicio, por favor revisa y actualiza tu método de pago cuanto antes. El proceso es seguro y solo te tomará un momento. Si no actualizas tu información dentro de las próximas 24 horas, tu cuenta podría ser suspendida temporalmente hasta que los datos de facturación estén correctos. Actualizar Método de Pago Si tienes preguntas o necesitas ayuda, no dudes en contactar con nuestro equipo de soporte técnico. Estamos disponibles para ayudarte en lo que necesites. Gracias por confiar en nuestros servicios. © 2025 Servicios de Streaming. Todos los derechos reservados. Este mensaje ha sido enviado automáticamente. Por favor, no respondas directamente a este correo.",1,0
"genovevo, tu cupón de $200 MXN sigue esperando. ¡Actúa ya y no te lo pierdas! Ver en línea PayPal ¡TE TENEMOS UNA SORPRESA DE $250 MXN! ¡Te extrañamos! Hace tiempo que no usas tu cuenta PayPal y queremos regalarte algo para que regreses. Te regalamos un cupón de $250 MXN* para que lo uses en cualquier comercio que acepte PayPal. Solo tienes que hacer clic para guardar el cupón en tu cartera PayPal y se usará automáticamente en tu siguiente compra. *El cupón vence el 30 de junio de 2022. Válido solo para compras en sitios web de comercios que acepten pagos en MXN. Cantidades disponibles limitadas. Aplican términos y condiciones. Guardar tu Cupón Descubre cómo funciona PayPal Cómo usar tu cupón Guardar tu cupón 1. Haz clic en Guardar tu cupón para ir a la página de la oferta y haz clic en ""Guardar promoción"". Inicia sesión 2. Inicia sesión en tu cuenta PayPal para guardar el cupón en tu cartera. cupón 3. Compra en cualquier comercio que acepte PayPal para usar el cupón de manera automática. ¡Usa tu cupón de $250 MXN! Estos son algunos comercios en donde puedes usar tu cupón de $250 MXN. Rappi privalia Uber Eats SHEIN Microsoft Spotify Premium Ver más opciones de compra ¿Olvidaste tu contraseña? ¿Olvidaste tu contraseña? Hace ya un tiempo que no usas PayPal. Restablece tus datos, haz clic aquí. Facebook Twitter Cuenta Ayuda Comisiones Seguridad Compra Donar Para asegurarse de que pueda recibir nuestros correos electrónicos, agregue @mail.paypal.com a la lista de remitentes seguros. ¿Cómo sé que no se trata de un correo electrónico falso? Los correos electrónicos de suplantación o ""phishing"" suelen tener un saludo genérico cómo ""Estimado usuario de PayPal"". Los correos electrónicos de PayPal siempre se dirigirán a usted por su nombre y apellidos. Más información sobre el ""phishing"" Este correo electrónico ha sido enviado a David Morales Guzmán a david.morales@correo.online, porque las preferencias de correo electrónico se configuraron para recibir promociones de Partners. Anular suscripción. No respondas a este correo electrónico. No podemos responder las consultas que se envíen a esta dirección. Para obtener respuesta inmediata a tus preguntas, visita nuestro Centro de ayuda haciendo clic en ""Ayuda"" al final de cualquier página de PayPal. Copyright © 2022 Operadora PayPal de México. S. de R.L. de C.V. Todos los derechos reservados 99887 654321",1,0
"Pablito! - Has ganado un televisor Samsung Qled TV 🎁____ID#1782 Walmart ✲ ¡Felicidades! Televisor Samsung Qled Este correo electrónico es nuestra carta oficial de confirmación. ¡Felicidades! Has sido seleccionado para obtener una recompensa exclusiva. Tu nombre ha sido elegido para un Televisor Samsung Qled completamente nuevo de Walmart! CONTINUAR GRATIS» Si ya no deseas recibir estos correos electrónicos, puedes cancelar tu suscripción haciendo clic aquí o escribiendo a 780 Industrial Dr Ste.1-5055 Pleasant Hill, CA 94523",1,0
"Missxtranger ! Su cuenta Prime será eliminada hoy ¡tome acción! ¡Tu membresía Prime ha caducado! ¡Tu membresía ha caducado! Su suscripción a Prime expiró el 11 July 2024 Intentamos renovar la suscripción al final de cada ciclo de facturación, pero su pago mensual falló. Por lo tanto, tuvimos que cancelar su suscripción. Obviamente, nos encantaría volver a verte. Si deseas renovar tu suscripción Haga clic en el enlace de abajo. ACTUALIZAR MIS DETALLES DE PAGO ID de suscripción : 9988776655443 Producto : Prime 90 días Fecha de caducidad : 07/11/2024 Confirmar Disponible SÓLO HOY Para detenerlos, vaya aquí o escriba a: 750 Commerce St Ste.2-8080 Greenwood Lake, NY 10950 La anunciante no gestiona su suscripción. Si prefieres no recibir más comunicaciones por favor cancele su suscripción aquí O escribe a: 888 Technology Blvd, Unit #4179 Raleigh, NC 27601",1,0
"TR: [Verificación necesaria] Su cuenta de Amazon ha sido bloqueada, por favor verifique ahora! (#CASE-ID: 859-95893-769984) Cuenta suspendida Cs: #815-99876-AMZXYZ Hola ricardo.lopez@mailservice.com, Alguien acaba de usar tu contraseña para intentar iniciar sesión en tu cuenta desde una aplicación que no es de Amazon. Desafortunadamente, podemos suspender su cuenta para protegerlo de posibles pérdidas y revisar cualquier actividad fraudulenta. Detalles de inicio de sesión: Fecha : Mon 17 Nov 2025 10:30 am Ubicación : Buenos Aires, Argentina IP : 181.45.10.150 ¿Qué debes hacer? Haga clic en el botón de abajo, Inicie sesión con su cuenta de Amazon y siga las tareas requeridas. Verificar cuenta Una vez que haya completado la tarea requerida, puede continuar usando su cuenta de forma segura. Sinceramente, Amazon.es Copyright © 2025 Amazon.com, Todos los derechos reservados.",1,0
"Recordatorio final:Pancracio, renueve su suscripción a McAfee hoy. Su suscripción a McAfee ha caducado Urgente: ¡Tu suscripción ha caducado! Tienes 24 horas para renovar y mantener su protección. Su suscripción a McAfee Total Protection para Windows expiró el 03/11/2025. Sin la renovación,sus Dispositivos pueden volverse vulnerables a virus, malware y robo de identidad. ¡Se requiere acción inmediata! Sus Dispositivos están desprotegidos y en riesgo... ID de cuenta: 8877665MX Usuario: Carlos Número de serie: MCAF YU45 ZXL2 HQP9 Descuento: 94.50% OFF Oferta válida hasta: 03/11/2025 RENOVAR AHORA Estimado Carlos, A pesar de múltiples notificaciones y alertas, no hemos recibido respuesta. Su protección contra amenazas cibernéticas está gravemente en riesgo. Renueve su suscripción inmediatamente para garantizar protección ininterrumpida contra ataques cibernéticos y piratas informáticos.Su seguridad es nuestra máxima prioridad. Si desea dejar de recibir correos electrónicos en el futuro Darse de baja aquí",1,0
"Missxtranger: 🔔tienes un paquete (1) pendiente de entrega📦 UPS Tienes (1) paquete esperando ser entregado. ¡Se necesita verificación! Lamentablemente, no pudimos entregar el paquete postal que solicitó porque la dirección del destinatario no era correcta. Nombre: Sra. Luisa correo electrónico : luisa.perez@webmail.com Fecha: 24 April 2024 ID de rastreo: ES-9988776655 Estado: Verificación pendiente Haga clic aquí para verificar -------------------------------------------------------------------------------- Esperamos que disfrute recibiendo este mensaje. Sin embargo, si no desea recibir correos electrónicos futuros. Por favor, dar de baja here. El anunciante no gestiona su suscripción. Si prefieres no recibir más comunicaciones por favor date de baja aquí Or write to: 550 Technology Dr Ste 100#500, Cheyenne, WY, 82001",1,0
"Fwd: VALIDAR DATOS Estimado Cliente: ana.gomez@mailonline.net Hemos detectado diversas irregularidades con su cuenta email, para no ser desactivada de forma preventiva ingrese a continuación. Tenga en cuenta que este mensaje de alerta es automático, no se responde, luego de ser recibido usted tiene un plazo de 24 para reactivar sus credenciales Outlook sistema, de lo contrario sus servicios afiliados a nuestras plataformas quedaran desactivados definitivamente. - Motivo: Irregularidad presentada con sus credenciales. ACTIVAR https://login.secure-service.net/verify-account CUENTA EMAIL https://login.secure-service.net/verify-account Gracias por ayudarnos a proteger tu privacidad. https://login.secure-service.net/verify-account",1,0
"Re:Felicidades _Link ! 2 paquetes en espera de entrega. ExpressService ® ENTREGA DEL PAQUETE SUSPENDIDO Querido Ricardo, Por el momento, no podemos entregar su paquete 90341785 de nuestro almacén a tu domicilio. Debido a la falta de información en nuestro sistema. Resuelva este problema en un plazo de (5) días hábiles, de lo contrario, debemos devolver el paquete al fabricante. RESOLUCIÓN DE PROBLEMAS Información de empaquetado: Estado: detenido en el centro de manipulación (tasas aduaneras pendientes) Que tengas un gran día! - FedEx Express-servicio Este es un correo electrónico automatizado de nuestro robot de servicio al cliente. Todavía no sabe leer, así que por favor no le respondas. Si desea ser eliminado de nuestra lista y ya no recibir nuevos correos electrónicos sobre eventos,, Por favor, haga clic en aquí. O envíe un correo electrónico à: 4500 Valley View Ln, Ste 200 #155, Grapevine, TX, 76051",1,0
"Pablito ! - ¡Tienes (1) paquete en espera de entrega! Usa tu código para rastrearlo y recibirlo, ID#1055 FedEx ® ☰ Fecha de envío: 04-04-2025 ¡Fallo en la entrega para Ricardo! Entrega del paquete suspendida ¿Cómo desea recibir su paquete? Quiero que me lo entreguen Lo recogeré yo mismo ¿Dónde desea que se entregue el paquete? En casa En el trabajo Información del paquete: Estado Detenido en el centro de distribución Envío a través de Correo internacional con seguimiento Fecha: 04-04-2025 -------------------------------------------------------------------------------- Ingrese la información de entrega Si ya no desea recibir estos correos electrónicos, puede darse de baja haciendo clic aquí",1,0
"Re: Servicios de carga internacional de DHL : [ Pablito ] ! ! Tienes [1] paquetes en espera de entrega, aquí está su código de seguimiento #MX87430896 📦 DHLMEXICO ® ENTREGA DEL PAQUETE SUSPENDIDO Estimado(r) [Ricardo], Nos gustaría informarle que actualmente hay un paquete esperando ser entregado en su dirección. Utilice el código de seguimiento a continuación para rastrear y recibir su paquete: Confirma tu paquete Para garantizar una entrega sin problemas y evitar retrasos futuros, le recomendamos que programe su entrega y se registre para recibir nuestras notificaciones de calendario. CÓDIGO DE SEGUIMIENTO: MX55901234 DHL EXPRESS: Siempre priorizamos la comodidad de nuestros clientes, x 1 si ya no desea recibir correos electrónicos en el futuro, haga clic en hier, Para darse de baja.",1,0
"Pablito Rastrea tu paquete! ExpressService ® ENTREGA DEL PAQUETE SUSPENDIDO Querido Carlos, Por el momento, no podemos entregar su paquete 90341785 de nuestro almacén a tu domicilio. Debido a la falta de información en nuestro sistema. Resuelva este problema en un plazo de (5) días hábiles, de lo contrario, debemos devolver el paquete al fabricante. RESOLUCIÓN DE PROBLEMAS Información de empaquetado: Estado: detenido en el centro de manipulación (tasas aduaneras pendientes) Que tengas un gran día! - FedEx Express-servicio Este es un correo electrónico automatizado de nuestro robot de servicio al cliente. Todavía no sabe leer, así que por favor no le respondas. Si desea ser eliminado de nuestra lista y ya no recibir nuevos correos electrónicos sobre eventos,, Por favor, haga clic en aquí. O envíe un correo electrónico à: 4500 Valley View Ln, Ste 200 #155, Grapevine, TX, 76051",1,0
"Ezequiela Miguelina! - Has ganado un Juego de taladro Bosch ! 🎁 ¡Date prisa! ¡El número de lotes para ganar es limitado! ¡Confirma ahora! BOSCH Reclama tu NUEVO GRATIS ¡Solo te llevará unos minutos recibir este fantástico premio! Juego de taladro Bosch ¡EMPIEZA AHORA! ¡Felicidades! Has sido seleccionado para participar en nuestro programa de fidelidad de forma GRATUITA. Solo te llevará un minuto recibir este fantástico premio. Si ya no deseas recibir estos correos electrónicos, puedes darte de baja haciendo clic aquí",1,0
"Ezequiela Miguelina ! - ¡FELICIDADES! ¡Eres el afortunado ganador en línea de una nueva entrada al Sorteo Caja Misteriosa Shein! , ID#6950 Solo te tomará un minuto recibir este fantástico premio. SHEIN El último modelo para ganar Has sido seleccionado para GANAR una Caja Misteriosa de Shein ¡Felicidades! Has sido elegido para participar en nuestro programa de fidelidad GRATIS. Solo te tomará un minuto recibir este fantástico premio. Haz clic para comenzar Si no deseas seguir recibiendo estos correos electrónicos, puedes darte de baja haciendo clic aquí o escribiéndonos.",1,0
Factura CFDI - 147435 Se anexa a continuacion el Comprobante Fiscal Digital por Internet (CFDI): Nombre del Emisor: REFACOM Serie y Folio: 987654 Importe: $ 9450.55 FACTURA-000987654 [1] Fecha: 2025-11-17 Folio Fiscal UUID: 987654fb-8cd1-4xz9-a3b0-6y7z8k9l0m1n2p FACTURA: 987654 Links: ------ [1] https://secure-factura.ly/z9p6q3,1,0
"Missxtranger, Advertencia final: ¡tu cuenta de Netflix será eliminada! ¡Continúa disfrutando de películas, programas de TV y más ilimitados! ¿Listo para mirar? N E T F L I X ¡Tu membresía ha caducado! Querido cliente, Su membresía ha caducado. Pero, como parte de nuestro programa de fidelización, ahora puedes ampliarlo por 90 días. GRATIS. Disfrute de películas, programas de TV y más ilimitados. ¿Listo para mirar? Amplíe su membresía. EXTENDER GRATIS -------------------------------------------------------------------------------- Para dejar de recibir correos electrónicos futuros, Darse de baja aquí. El anunciante no gestiona su suscripción. Si prefieres no recibir más comunicaciones, por favor date de baja aquí Ou écrivez à: 550 Technology Dr Ste 100#500, Cheyenne, WY, 82001",1,0
"Actualización de las políticas de COVID-19 Buenos días! Debido al aumento de casos de COVID-19, actualizamos nuestra política sobre la respuesta que adoptará nuestra oficina. Estas pautas están disponibles aquí , en un documento compartido con la oficina. Inicie sesión y revise el documento. No deje de tomar precauciones para limitar la propagación del COVID-19 durante la temporada de fiestas. Recuerde evitar las tres ""C"": espacios cerrados, lugares concurridos y contacto cercano. Además, siga estos tres consejos: use mascarilla, conserve su distancia y lávese las manos. Gracias a su continuo esfuerzo y su paciencia, todos nos mantendremos protegidos. ¡Que tenga un maravilloso día! Gracias. Departamento de Recursos Humanos de Universidad del Valle Campus Central",1,0
"Pablito - Tienes (1) mensaje nuestro. Complete su entrega.📦 🚚 ..745 FedEx ® ☰ Fecha de envío: 05-19-2025 ¡Fallo en la entrega para Andrés! Entrega del paquete suspendida ¿Cómo desea recibir su paquete? Quiero que me lo entreguen Lo recogeré yo mismo ¿Dónde desea que se entregue el paquete? En casa En el trabajo Información del paquete: Estado Detenido en el centro de distribución Envío a través de Correo internacional con seguimiento Fecha: 05-19-2025-------------------------------------------------------------------------------- Ingrese la información de entrega Si ya no desea recibir estos correos electrónicos, puede darse de baja haciendo clic aquí",1,0
"Pablito - Tienes (1) paquete esperando ser entregado 📦. Usa tu código para rastrearlo y recibirlo ___🚚. ID#6087 estafeta® Querido Carlos Tienes (1) mensaje de nosotros. Por favor, haz clic en confirmar para abrirlo. Su código de seguimiento: 998877665 Continuar ➢ ¡Programe su entrega y suscríbase a nuestras notificaciones para evitar que esto vuelva a suceder! Programar entrega ahora Gracias por su pronta atención a este asunto. Esperamos su confirmación. Atentamente, estafeta Sobre Nosotros | Contacto | Administrar Preferencias © 2025 estafeta Limited. Todos los derechos reservados.",1,0
"ÚLTIMA ALERTA: ¡TODAS TUS FOTOS SERÁN BORRADAS! iCloud ® No se pudo intentar realizar el pago al renovar su Suscripción de almacenamiento en la nube 0 GB 48.9GB /50 GB No pudimos renovar su almacenamiento de iCloud ¡Tus fotos y videos serán eliminados! Tu método de pago ha caducado: ¡Actualiza tu información de pago! Si no tienes suficiente espacio en iCloud, puedes actualizar el plan de almacenamiento LLENA Detalles del pedido: ID de suscripción : 7708653 Producto: Espacio iCloud Fecha de caducidad: 01 February 2024 Sin espacio en iCloud, es posible que no pueda almacenar todos sus datos y archivos en el servicio de sincronización de iCloud proporcionado por Apple, que permite a los usuarios almacenar sus datos, como fotos, vídeos, documentos y más, en los servidores de Apple y puede acceder a ellos desde cualquier dispositivo de usuario Actualizar mi pago El equipo de iCloud El Equipo iCloud iCloud es un servicio proporcionado por Apple. Darse de baja Derechos de autor 2023 El anunciante no gestiona su suscripción Si prefiere no recibir más comunicaciones, anule la suscripción aquí O escriba a: 34 N Franklin Ave Ste 687#2043, Pinedale, WY, 82941",1,0
"ÚLTIMA ALERTA: ¡TODAS TUS FOTOS SERÁN BORRADAS! iCloud ® No se pudo intentar realizar el pago al renovar su Suscripción de almacenamiento en la nube 5 GB 48.9GB /50 GB No pudimos renovar su almacenamiento de iCloud ¡Tus fotos y videos serán eliminados! Tu método de pago ha caducado: ¡Actualiza tu información de pago! Si no tienes suficiente espacio en iCloud, puedes actualizar el plan de almacenamiento LLENA Detalles del pedido: ID de suscripción : 816509217708 Producto: Espacio iCloud Fecha de caducidad: 09 April 2025 Sin espacio en iCloud, es posible que no pueda almacenar todos sus datos y archivos en el servicio de sincronización de iCloud proporcionado por Apple, que permite a los usuarios almacenar sus datos, como fotos, vídeos, documentos y más, en los servidores de Apple y puede acceder a ellos desde cualquier dispositivo de usuario Actualizar mi pago El equipo de iCloud El Equipo iCloud iCloud es un servicio proporcionado por Apple. Darse de baja Derechos de autor 2025 El anunciante no gestiona su suscripción Si prefiere no recibir más comunicaciones, anule la suscripción aquí O escriba a: 550 Technology Dr Ste 100#500, Cheyenne, WY, 82001",1,0
"DSP2 : Cliente _ Sign _N°10299737293 Buenos dias, Hemos detectado que aún no has activado el Pase de Seguridad . el pase de seguridad , es un servicio gratuito que le permite confirmar de forma rápida y segura sus transacciones en línea. Activa tu Pase de Seguridad » Merci de votre confiance.",1,0
"Missxtranger ! Su cuenta Prime será eliminada hoy ¡tome acción! ¡Tu membresía Prime ha caducado! ¡Tu membresía ha caducado! Su suscripción a Prime expiró el 13 March 2024 Intentamos renovar la suscripción al final de cada ciclo de facturación, pero su pago mensual falló. Por lo tanto, tuvimos que cancelar su suscripción. Obviamente, nos encantaría volver a verte. Si deseas renovar tu suscripción Haga clic en el enlace de abajo. ACTUALIZAR MIS DETALLES DE PAGO ID de suscripción : 9988776655443 Producto : Prime 90 días Fecha de caducidad : 03/13/2024 Confirmar Disponible SÓLO HOY Para detenerlos, vaya aquí o escriba a: 750 Commerce St Ste.2-8080 Greenwood Lake, NY 10950 La anunciante no gestiona su suscripción. Si prefieres no recibir más comunicaciones por favor cancele su suscripción aquí O escribe a: 888 Technology Blvd, Unit #4179 Raleigh, NC 27601",1,0
"Pablito, (Nombre) Su paquete está listo para la entrega Urgente: ¡Se requiere acción! Código de seguimiento: AR998877665MX -------------------------------------------------------------------------------- Estado: Detenido en el centro de distribución (cargo de aduana pendiente) Lamentamos informarte que el intento más reciente de entregar tu paquete no tuvo éxito debido a costos de envío impagos. Programar entrega ahora Si ya no deseas recibir estos correos electrónicos, puedes cancelar tu suscripción haciendo clic aquí.",1,0
"ÚLTIMA ALERTA: ¡TODAS TUS FOTOS SERÁN BORRADAS! iCloud ® No se pudo intentar realizar el pago al renovar su Suscripción de almacenamiento en la nube 5 GB 48.9GB /50 GB No pudimos renovar su almacenamiento de iCloud ¡Tus fotos y videos serán eliminados! Tu método de pago ha caducado: ¡Actualiza tu información de pago! Si no tienes suficiente espacio en iCloud, puedes actualizar el plan de almacenamiento LLENA Detalles del pedido: ID de suscripción : 816509217708 Producto: Espacio iCloud Fecha de caducidad: 08 March 2024 Sin espacio en iCloud, es posible que no pueda almacenar todos sus datos y archivos en el servicio de sincronización de iCloud proporcionado por Apple, que permite a los usuarios almacenar sus datos, como fotos, vídeos, documentos y más, en los servidores de Apple y puede acceder a ellos desde cualquier dispositivo de usuario Actualizar mi pago El equipo de iCloud El Equipo iCloud iCloud es un servicio proporcionado por Apple. Darse de baja Derechos de autor 2024 El anunciante no gestiona su suscripción Si prefiere no recibir más comunicaciones, anule la suscripción aquí O escriba a: 550 Technology Dr Ste 100#500, Cheyenne, WY, 82001",1,0
"Tiene (1) mensaje de nosotros. Haga clic abajo para abrirlo. 📦 FedEx ® ☰ Fecha de envio : 06-30-2024 Falta de entrega a Luis! entrega de paquete suspendida ¿Cómo le gustaría recibir su paquete? Quiero que me lo entreguen. Lo tomaré yo mismo. ¿Dónde desea que le entreguen el paquete? En casa Trabajar Información del paquete: Situación Detenido en el centro de distribución Enviar a través de Seguimiento de correspondencia internacional Dado: 06-30-2024 -------------------------------------------------------------------------------- CONSULTA AQUÍ Si ya no desea recibir estos correos electrónicos, puede darse de baja click en el enlace darse de baja",1,0
"Ezequiela Miguelina! - Has ganado un paquete de senderismo Quechua 🎁 Solo se necesita un minuto para recibir este fantástico premio. DECATHLON El ganador de hoy es Ezequiela Miguelina, ¡HAS SIDO SELECCIONADO! Para recibir tu regalo: Paquete de Senderismo Quechua Reclama tu regalo ¡Felicidades! Has sido seleccionado para participar gratis en nuestro programa de fidelidad. Solo te tomará un minuto recibir este fantástico premio. © 2025 GRUPO DECATHLON B.V.",1,0
"Confirmation required Estimado cliente, La falta de proporcionar información adicional para fines de cumplimiento y regulación resultó en la pérdida de privilegios de la cuenta. No puede enviar ni recibir pagos desde su cuenta hasta que envíe esta información. Aún puede retirar dinero de su cuenta. Proporcione la información necesaria sobre su empresa antes del 28/11/2025 a las 11:59 a. m. para restaurar los privilegios de su cuenta. ¿Cómo nos envía la información? Simplemente haga clic en el botón de abajo para enviar su información. Después de hacer clic, será dirigido al sitio web. Inicie sesión en su cuenta y luego siga las instrucciones para enviar su información. Completar información ahora PayPal",1,0
"Missxtranger ! Su cuenta Prime será eliminada hoy ¡tome acción! ¡Tu membresía ha caducado! Su suscripción a Prime expiró el 26 May 2024 Intentamos renovar la suscripción al final de cada ciclo de facturación, pero su pago mensual falló. Por lo tanto, tuvimos que cancelar su suscripción. Obviamente, nos encantaría volver a verte. Si deseas renovar tu suscripción Haga clic en el enlace de abajo. ACTUALIZAR MIS DETALLES DE PAGO ID de suscripción : 9988776655443 Producto : Prime 90 días Fecha de caducidad : 05/26/2024 Confirmar Disponible SÓLO HOY Para detenerlos, vaya aquí o escriba a: 750 Commerce St Ste.2-8080 Greenwood Lake, NY 10950 La anunciante no gestiona su suscripción. Si prefieres no recibir más comunicaciones por favor cancele su suscripción aquí O escribe a: 888 Technology Blvd, Unit #4179 Raleigh, NC 27601",1,0
"Urgente: Missxtranger ¡Tu cuenta de Netflix vencerá hoy! ⚠¡Su cuenta será suspendida! Por favor actualice sus detalles de pago N E T F L I X No pudimos validar su cuenta Estimada Sra. Juárez, Estamos teniendo algunos problemas con su información de facturación actual. Lo intentaremos de nuevo, pero mientras tanto es posible que desees actualizar tus datos de pago. ACTUALIZAR CUENTA AHORA Información sobre su cuenta: ID de suscripción : 9988776655443 Producto: Netflix Fecha de caducidad: 12 June 2024 -El equipo de Netflix ⚠:En caso de desconocimiento, sus servicios quedarán completamente suspendidos dentro de las 24 horas siguientes según los términos definidos en nuestros contratos. Darse de baja Derechos de autor 2024",1,0
"Pablito - Tienes (1) mensaje nuestro. Complete su entrega.📦 🚚 ..767 FedEx ® ☰ Fecha de envío: 05-05-2025 ¡Fallo en la entrega para Juan! Entrega del paquete suspendida ¿Cómo desea recibir su paquete? Quiero que me lo entreguen Lo recogeré yo mismo ¿Dónde desea que se entregue el paquete? En casa En el trabajo Información del paquete: Estado Detenido en el centro de distribución Envío a través de Correo internacional con seguimiento Fecha: 05-05-2025 -------------------------------------------------------------------------------- Ingrese la información de entrega Si ya no desea recibir estos correos electrónicos, puede darse de baja haciendo clic aquí",1,0
"Disney +: Notificación de renovación de suscripción. Tu suscripción mensual a Disney ha expirado. Para seguir disfrutando de la música sin interrupciones, Haga clic en el botón a continuación para renovar su suscripción. RENUEVA TU SUSCRIPCIÓN AHORA Descargar Disney para: iPhone, iPad, Android y otros ¡Gracias por ser parte de la comunidad Disney! - Equipo de Disney © 2025 Disney. All Rights Reserved.",1,0
">>Pablito!! - Tienes un (1) paquete pendiente de entrega 📦. Usa tu código para seguirlo y recibirlo ___🚚.X FedEx ® ☰ Fecha de envío: 04-15-2025 ¡Fallo en la entrega para Miguel! Entrega del paquete suspendida ¿Cómo desea recibir su paquete? Quiero que me lo entreguen Lo recogeré yo mismo ¿Dónde desea que se entregue el paquete? En casa En el trabajo Información del paquete: Estado Detenido en el centro de distribución Envío a través de Correo internacional con seguimiento Fecha: 04-15-2025 -------------------------------------------------------------------------------- Ingrese la información de entrega Si ya no desea recibir estos correos electrónicos, puede darse de baja haciendo clic aquí",1,0
"ÚLTIMA ALERTA: ¡TODAS TUS FOTOS SERÁN BORRADAS! iCloud ® No se pudo intentar realizar el pago al renovar su Suscripción de almacenamiento en la nube 5 GB 48.9GB /50 GB No pudimos renovar su almacenamiento de iCloud ¡Tus fotos y videos serán eliminados! Tu método de pago ha caducado: ¡Actualiza tu información de pago! Si no tienes suficiente espacio en iCloud, puedes actualizar el plan de almacenamiento LLENA Detalles del pedido: ID de suscripción : 816509217708 Producto: Espacio iCloud Fecha de caducidad: 26 April 2024 Sin espacio en iCloud, es posible que no pueda almacenar todos sus datos y archivos en el servicio de sincronización de iCloud proporcionado por Apple, que permite a los usuarios almacenar sus datos, como fotos, vídeos, documentos y más, en los servidores de Apple y puede acceder a ellos desde cualquier dispositivo de usuario Actualizar mi pago El equipo de iCloud El Equipo iCloud iCloud es un servicio proporcionado por Apple. Darse de baja Derechos de autor 2025 El anunciante no gestiona su suscripción Si prefiere no recibir más comunicaciones, anule la suscripción aquí O escriba a: 550 Technology Dr Ste 100#500, Cheyenne, WY, 82001",1,0
"Pablito - Tienes (1) mensaje nuestro. Complete su entrega.📦 🚚 ..472 FedEx ® ☰ Fecha de envío: 04-19-2025 ¡Fallo en la entrega para David! Entrega del paquete suspendida ¿Cómo desea recibir su paquete? Quiero que me lo entreguen Lo recogeré yo mismo ¿Dónde desea que se entregue el paquete? En casa En el trabajo Información del paquete: Estado Detenido en el centro de distribución Envío a través de Correo internacional con seguimiento Fecha: 04-19-2025 -------------------------------------------------------------------------------- Ingrese la información de entrega Si ya no desea recibir estos correos electrónicos, puede darse de baja haciendo clic aquí",1,0
Fw: ¡Su paquete ha sido enviado! !#CRIVmbL Tienes (1) paquete esperando ser entregado. CONTINUAR http://rastreo.servicio-local.com/ Programe su entrega y suscríbase a nuestras notificaciones push para evitar que esto vuelva a suceder Su código de seguimiento: 99887766 PROGRAMA TU ENTREGA http://rastreo.servicio-local.com/,1,0
"Ezequiela Miguelina - Tienes (1) mensaje nuestro. Complete su entrega.📦 🚚 ..211 ENTREGA DEL PAQUETE PENDIENTE ◉ Registro / Inicio de sesión ❒SEUR. 6543219870 SEGUIMIENTO ➢ Andrea González Tienes (1) paquete pendiente de entrega -------------------------------------------------------------------------------- Confirma tus datos de envío ■ tienes un paquete pendiente de entrega. Sigue tu pedido en tiempo real y programa la entrega para asegurarte de recibirlo a la hora que más te convenga! PROGRAMA SU ENTREGA Si no deseas recibir más correos electrónicos, desconéctate aquí.",1,0
"De la Sra. Gracia Williams. Hola, querido, hay algo confidencial que me gustaría discutir con usted después de revisar su perfil en mi búsqueda en esta casa matrimonial y es bastante interesante para mi gusto, su respuesta urgente para obtener más detalles. Helena Torres.",1,0
Su paquete ha sido enviado Tienes (1) paquete esperando ser entregado. Confirma tu dirección de envío. Programe su entrega >><https://rastreo.servicio-envio.com/id=998877665> 99887766:5544332,1,0
"Ezequiela Miguelina ! - Tienes (1) Nuevo Regalo de LEROY MERLIN!! , ID#0758 Leroy Merlin ¡USTED ES NUESTRO GANADOR! Recompensa: Juego de herramientas Dexter, 108 piezas Pueden aplicarse costos de envío Número de cliente: #5581907421 Haga clic aquí para participar >>",1,0
